policy_number,ssn,first_name,last_name,dob,gender,policy_type,policy_status,issue_date,face_amount,org_code
AIL0000637,100-00-1275,DEBRA,CHRISTIAN,1988-04-23,U,WHOLE_LIFE,LAPSED,2013-03-12,87619.59,ail
AIL0000638,100-00-1277,MELISSA,VILLARREAL,1970-03-16,U,ENDOWMENT,ACTIVE,2012-11-04,564316.81,ail
AIL0000639,100-00-1280,NORMAN,STEWART,1979-06-20,M,WHOLE_LIFE,ACTIVE,2023-05-09,43993.70,ail
AIL0000640,100-00-1281,JENNIFER,MALONE,1979-11-26,M,WHOLE_LIFE,ACTIVE,2018-12-06,57375.05,ail
AIL0000641,100-00-1282,MONIQUE,JOHNSON,2000-07-10,M,ENDOWMENT,ACTIVE,2011-11-05,247119.03,ail
AIL0000642,100-00-1282,MONIQUE,JOHNSON,2000-07-10,M,ENDOWMENT,LAPSED,2017-04-04,550071.03,ail
AIL0000643,100-00-1285,CASEY,WELCH,1974-07-20,M,ENDOWMENT,ACTIVE,2020-09-03,23766.07,ail
AIL0000644,100-00-1286,SAMANTHA,BRIGHT,1976-01-30,F,WHOLE_LIFE,ACTIVE,2011-05-16,55783.77,ail
AIL0000645,100-00-1289,JULIE,HAMILTON,1966-07-13,M,TERM_20,CANCELLED,2006-06-30,266037.28,ail
AIL0000646,100-00-1289,JULIE,HAMILTON,1966-07-13,M,TERM_10,PENDING,2005-06-06,114696.42,ail
AIL0000647,100-00-1289,JULIE,HAMILTON,1966-07-13,M,ENDOWMENT,ACTIVE,2016-05-28,29038.72,ail
AIL0000648,100-00-1293,COREY,SCHULTZ,1978-06-26,U,WHOLE_LIFE,ACTIVE,2016-03-25,256068.75,ail
AIL0000649,100-00-1298,MONIQUE,WALLACE,1967-08-17,M,TERM_20,ACTIVE,2012-06-25,239339.98,ail
AIL0000650,100-00-1300,HEATHER,BERGER,1987-05-04,F,TERM_20,LAPSED,2011-10-13,59919.89,ail
AIL0000651,100-00-1301,BRANDON,FLYNN,1990-08-23,M,WHOLE_LIFE,CANCELLED,2024-09-16,289040.21,ail
AIL0000652,100-00-1301,BRANDON,FLYNN,1990-08-23,M,TERM_10,ACTIVE,2011-04-15,43034.16,ail
AIL0000653,100-00-1306,KELLY,BROOKS,2000-12-11,U,UNIVERSAL_LIFE,ACTIVE,2020-03-17,574540.29,ail
AIL0000654,100-00-1310,DUSTIN,SCHMIDT,1970-06-01,F,TERM_10,ACTIVE,2012-01-04,465856.95,ail
AIL0000655,100-00-1312,ASHLEE,SPARKS,1980-08-12,F,ENDOWMENT,CANCELLED,2020-05-05,57251.75,ail
AIL0000656,100-00-1315,GEORGE,MILLER,2000-04-27,F,TERM_10,ACTIVE,2025-05-22,53124.64,ail
AIL0000657,100-00-1316,MONICA,HARVEY,1990-05-24,U,TERM_10,LAPSED,2021-02-19,21841.35,ail
AIL0000658,100-00-1319,JOHN,DURHAM,1963-04-25,F,TERM_20,ACTIVE,2024-09-28,296119.62,ail
AIL0000659,,JOHN,DURHAM,1963-04-25,F,ENDOWMENT,ACTIVE,2009-03-20,21315.46,ail
AIL0000660,100-00-1321,DOUGLAS,MURRAY,1986-05-10,F,WHOLE_LIFE,ACTIVE,2018-09-26,51927.21,ail
AIL0000661,100-00-1321,DOUGLAS,MURRAY,1986-05-10,F,UNIVERSAL_LIFE,LAPSED,2020-06-08,213408.66,ail
AIL0000662,100-00-1324,JONATHAN,SCOTT,1990-12-19,F,TERM_10,ACTIVE,2024-02-11,249144.56,ail
AIL0000663,100-00-1328,ALBERT,BALLARD,1997-12-01,F,TERM_10,LAPSED,2005-05-03,118007.92,ail
AIL0000664,100-00-1332,RACHEL,BYRD,1977-04-03,F,TERM_20,CANCELLED,2025-10-17,286712.90,ail
AIL0000665,100-00-1334,ERIC,ALEXANDER,1970-08-22,F,UNIVERSAL_LIFE,LAPSED,2014-08-04,277621.47,ail
AIL0000666,100-00-1334,ERIC,ALEXANDER,1970-08-22,F,ENDOWMENT,ACTIVE,2013-11-03,587827.83,ail
AIL0000667,100-00-1335,MICHAEL,MATTHEWS,1976-02-07,U,WHOLE_LIFE,CANCELLED,2022-08-26,25206.49,ail
AIL0000668,100-00-1335,MICHAEL,MATTHEWS,1976-02-07,U,WHOLE_LIFE,ACTIVE,2010-07-06,507573.83,ail
AIL0000669,100-00-1340,DANIELLE,COLEMAN,1991-05-14,F,TERM_20,LAPSED,2019-02-23,21898.50,ail
AIL0000670,100-00-1343,JOHN,BRUCE,1997-03-26,U,ENDOWMENT,CANCELLED,2008-09-25,229441.97,ail
AIL0000671,100-00-1344,JAMES,CRUZ,1972-04-24,M,TERM_10,LAPSED,2019-06-29,209044.08,ail
AIL0000672,100-00-1348,TIMOTHY,YOUNG,1998-10-21,U,UNIVERSAL_LIFE,ACTIVE,2020-08-12,427061.33,ail
AIL0000673,100-00-1348,TIMOTHY,YOUNG,1998-10-21,U,UNIVERSAL_LIFE,ACTIVE,2015-03-06,579323.50,ail
AIL0000674,100-00-1348,TIMOTHY,YOUNG,1998-10-21,U,WHOLE_LIFE,LAPSED,2012-04-08,54367.49,ail
AIL0000675,100-00-1353,ASHLEY,ANDREWS,2000-11-05,U,ENDOWMENT,ACTIVE,2006-11-30,541455.82,ail
AIL0000676,,ASHLEY,ANDREWS,2000-11-05,U,TERM_10,CANCELLED,2008-08-02,255034.59,ail
AIL0000677,100-00-1354,VICTORIA,PHILLIPS,1997-05-11,F,WHOLE_LIFE,ACTIVE,2019-10-17,43242.48,ail
AIL0000678,100-00-1358,TIFFANY,BARRETT,1987-03-26,F,TERM_10,PENDING,2022-03-29,228878.05,ail
AIL0000679,100-00-1360,JOSHUA,KNIGHT,1988-07-22,M,UNIVERSAL_LIFE,ACTIVE,2022-03-03,80488.31,ail
AIL0000680,100-00-1362,GINA,GARNER,1971-03-30,U,UNIVERSAL_LIFE,ACTIVE,2024-10-19,223787.84,ail
AIL0000681,100-00-1367,BRANDON,OBRIEN,1988-03-07,M,TERM_20,ACTIVE,2018-06-27,401314.60,ail
AIL0000682,100-00-1369,TYLER,STRONG,1973-11-09,F,TERM_20,ACTIVE,2023-07-06,40978.38,ail
AIL0000683,100-00-1370,JUSTIN,LINDSEY,1985-12-30,F,WHOLE_LIFE,ACTIVE,2019-12-18,567602.89,ail
AIL0000684,100-00-1370,JUSTIN,LINDSEY,1985-12-30,F,ENDOWMENT,ACTIVE,2014-05-09,43226.70,ail
AIL0000685,,CATHERINE,GOMEZ,1964-01-16,F,TERM_20,ACTIVE,2015-03-20,472037.73,ail
AIL0000686,100-00-1373,DANA,OLIVER,1993-07-12,F,WHOLE_LIFE,ACTIVE,2023-05-26,27584.42,ail
AIL0000687,100-00-1373,DANA,OLIVER,1993-07-12,F,ENDOWMENT,ACTIVE,2008-01-08,26946.19,ail
AIL0000688,100-00-1376,ERICA,LE,1969-01-02,M,ENDOWMENT,PENDING,2009-09-09,411636.92,ail
AIL0000689,100-00-1378,DONNA,MASSEY,1999-04-25,F,TERM_20,ACTIVE,2020-06-12,586778.33,ail
AIL0000690,100-00-1383,COURTNEY,BERGER,1982-07-05,F,TERM_10,ACTIVE,2010-10-29,515028.54,ail
AIL0000691,100-00-1383,COURTNEY,BERGER,1982-07-05,F,TERM_10,CANCELLED,2016-02-19,545836.95,ail
AIL0000692,,DEBBIE,PARKER,1971-07-12,F,WHOLE_LIFE,LAPSED,2011-07-08,40031.62,ail
AIL0000693,100-00-1390,SCOTT,RILEY,1993-06-27,F,ENDOWMENT,LAPSED,2018-10-20,241404.11,ail
AIL0000694,100-00-1393,JESSICA,DAVIS,1981-01-03,M,WHOLE_LIFE,ACTIVE,2019-05-15,53800.34,ail
AIL0000695,100-00-1394,KENNETH,BURGESS,1993-10-30,M,UNIVERSAL_LIFE,LAPSED,2012-04-07,21138.37,ail
AIL0000696,100-00-1396,GREGORY,ANDERSON,1997-12-08,U,UNIVERSAL_LIFE,CANCELLED,2005-08-27,43880.31,ail
AIL0000697,100-00-1396,GREGORY,ANDERSON,1997-12-08,U,UNIVERSAL_LIFE,CANCELLED,2022-11-19,26456.52,ail
AIL0000698,100-00-1400,AMBER,MATA,1964-01-19,F,WHOLE_LIFE,LAPSED,2012-07-08,278398.90,ail
AIL0000699,,ALYSSA,MCINTYRE,1971-11-11,U,ENDOWMENT,ACTIVE,2021-04-05,102207.09,ail
AIL0000700,100-00-1404,MARIA,SCOTT,1980-05-26,F,WHOLE_LIFE,ACTIVE,2024-12-01,82648.52,ail
AIL0000701,100-00-1404,MARIA,SCOTT,1980-05-26,F,UNIVERSAL_LIFE,ACTIVE,2013-06-01,568481.15,ail
AIL0000702,100-00-1405,MAKAYLA,OLSON,1986-03-22,F,WHOLE_LIFE,ACTIVE,2022-07-19,108210.65,ail
AIL0000703,100-00-1408,LINDSAY,FRANCIS,1964-11-10,U,TERM_20,ACTIVE,2024-09-02,47431.67,ail
AIL0000704,100-00-1411,MATTHEW,WILSON,1981-02-23,M,WHOLE_LIFE,ACTIVE,2007-07-09,111397.76,ail
AIL0000705,100-00-1413,SYDNEY,TAYLOR,1999-08-31,U,UNIVERSAL_LIFE,LAPSED,2015-10-29,430815.56,ail
AIL0000706,100-00-1418,TAMMY,DALTON,1987-05-14,M,ENDOWMENT,ACTIVE,2022-05-25,85731.80,ail
AIL0000707,100-00-1421,JENNIFER,WHITNEY,1988-07-02,F,ENDOWMENT,ACTIVE,2021-04-02,24593.68,ail
AIL0000708,100-00-1422,TAMMY,BALLARD,1989-02-14,F,WHOLE_LIFE,ACTIVE,2005-12-27,574375.02,ail
AIL0000709,100-00-1425,MICHAEL,GIBBS,1966-04-09,M,TERM_10,ACTIVE,2021-09-21,80899.21,ail
AIL0000710,100-00-1425,MICHAEL,GIBBS,1966-04-09,M,UNIVERSAL_LIFE,ACTIVE,2009-04-27,91065.98,ail
AIL0000711,100-00-1426,ALEXANDER,HERRERA,1973-08-26,F,ENDOWMENT,ACTIVE,2008-07-14,84578.42,ail
AIL0000712,100-00-1427,SHAWN,CHAMBERS,1964-05-11,M,TERM_20,ACTIVE,2012-11-09,463696.98,ail
AIL0000713,100-00-1428,EMILY,RICHARDS,1966-01-31,F,WHOLE_LIFE,ACTIVE,2011-12-26,578448.62,ail
AIL0000714,100-00-1433,LYNN,BENTLEY,1976-08-22,U,UNIVERSAL_LIFE,ACTIVE,2020-02-25,21059.27,ail
AIL0000715,100-00-1437,DANIEL,HALL,1978-10-19,U,UNIVERSAL_LIFE,ACTIVE,2024-12-28,525894.14,ail
AIL0000716,100-00-1437,DANIEL,HALL,1978-10-19,U,ENDOWMENT,ACTIVE,2012-01-04,112697.68,ail
AIL0000717,100-00-1442,ANGEL,HENSON,1999-09-19,F,UNIVERSAL_LIFE,ACTIVE,2022-02-23,256778.93,ail
AIL0000718,100-00-1442,ANGEL,HENSON,1999-09-19,F,TERM_10,CANCELLED,2011-12-18,247054.59,ail
AIL0000719,100-00-1442,ANGEL,HENSON,1999-09-19,F,TERM_20,LAPSED,2018-11-02,116514.46,ail
AIL0000720,100-00-1444,ANNA,HERMAN,1997-05-25,F,TERM_20,ACTIVE,2015-03-03,203026.41,ail
AIL0000721,100-00-1444,ANNA,HERMAN,1997-05-25,F,ENDOWMENT,ACTIVE,2023-12-21,45645.15,ail
AIL0000722,100-00-1445,JEFFREY,BROWN,1978-04-22,F,TERM_20,ACTIVE,2023-05-04,23258.70,ail
AIL0000723,100-00-1450,MADISON,BLANKENSHIP,1990-12-18,F,UNIVERSAL_LIFE,ACTIVE,2014-04-10,52417.50,ail
AIL0000724,100-00-1451,KEVIN,ORTIZ,1979-11-21,F,ENDOWMENT,LAPSED,2023-04-04,486229.70,ail
AIL0000725,100-00-1453,DONALD,SHAH,1998-05-16,F,ENDOWMENT,LAPSED,2010-04-19,53252.25,ail
AIL0000726,100-00-1455,KEVIN,VASQUEZ,1990-10-04,F,UNIVERSAL_LIFE,ACTIVE,2018-05-16,232537.81,ail
AIL0000727,100-00-1456,COLTON,CLAY,2000-06-12,U,UNIVERSAL_LIFE,ACTIVE,2006-07-25,421748.93,ail
AIL0000728,100-00-1456,COLTON,CLAY,2000-06-12,U,ENDOWMENT,CANCELLED,2019-06-20,20905.33,ail
AIL0000729,100-00-1456,COLTON,CLAY,2000-06-12,U,UNIVERSAL_LIFE,ACTIVE,2019-04-09,27570.78,ail
AIL0000730,100-00-1461,DEREK,CHAVEZ,1962-09-19,F,TERM_20,ACTIVE,2017-12-18,219566.66,ail
AIL0000731,100-00-1464,ELLEN,PAUL,1968-07-06,M,TERM_20,PENDING,2020-03-29,116740.06,ail
AIL0000732,100-00-1464,ELLEN,PAUL,1968-07-06,M,TERM_10,CANCELLED,2018-01-26,26114.91,ail
AIL0000733,,SONYA,BARNES,1964-02-10,U,ENDOWMENT,LAPSED,2025-03-18,593579.90,ail
AIL0000734,100-00-1471,JULIA,MOORE,1988-10-13,U,ENDOWMENT,ACTIVE,2024-04-26,114627.19,ail
AIL0000735,100-00-1473,ROBERT,GARCIA,1960-12-15,M,TERM_10,ACTIVE,2013-08-02,238156.50,ail
AIL0000736,100-00-1478,TRACY,RUSSELL,1970-12-04,M,TERM_10,ACTIVE,2013-08-17,113598.51,ail
AIL0000737,100-00-1481,STEPHANIE,JOHNSON,1969-03-16,M,UNIVERSAL_LIFE,PENDING,2005-05-09,54426.78,ail
AIL0000738,100-00-1486,MITCHELL,RAMOS,1969-04-17,U,ENDOWMENT,CANCELLED,2008-01-30,286015.28,ail
AIL0000739,100-00-1491,STEPHANIE,FOLEY,1996-06-21,M,UNIVERSAL_LIFE,ACTIVE,2015-03-12,484824.94,ail
AIL0000740,100-00-1491,STEPHANIE,FOLEY,1996-06-21,M,TERM_10,LAPSED,2009-03-03,260457.33,ail
